borrower_id,first_name,last_name,age,gender,marital_status,distance_from_branch_miles,education_level,occupation_sector,num_previous_lenders,total_employment_years,account_open_date,default_flag
355,Emily,Rodriguez,22,Female,Single,2,No Degree,Technical Degree,1,6,2017-12-31,0
357,Robert,Rodriguez,33,Male,Married,7,Some College,Life Sciences,1,1.1,2023-01-01,0
359,Sandra,Jackson,43,Female,Married,27,Bachelor's,Life Sciences,8,18,2016-01-01,0
361,Christopher,Smith,44,Male,Married,8,Master's,Life Sciences,2,11,2020-12-31,0
362,Donald,Hernandez,40,Male,Divorced,2,Some College,Medical,0,24.2,2003-01-01,0
363,Elizabeth,Thomas,41,Female,Divorced,7,No Degree,Life Sciences,1,21,2003-01-01,0
365,Charles,Hernandez,37,Male,Married,12,Bachelor's,Medical,4,7.7,2019-01-01,0
366,Charles,Martin,32,Male,Married,7,Bachelor's,Life Sciences,1,5.5,2019-01-01,0
367,Charles,Moore,36,Male,Single,3,Master's,Life Sciences,8,19,2023-01-01,0
369,Richard,Williams,36,Male,Married,27,Bachelor's,Medical,6,18.7,2016-12-31,0
370,Jessica,Wilson,49,Female,Married,11,Bachelor's,Marketing,1,9.9,2015-01-01,1
371,Donald,Moore,29,Male,Single,9,Master's,Life Sciences,0,3.3,2022-01-01,0
372,Jessica,Thomas,31,Female,Married,5,Master's,Life Sciences,6,12,2014-01-01,0
373,Ashley,Anderson,35,Female,Divorced,22,Bachelor's,Life Sciences,7,11,2016-12-31,0
374,Mary,Williams,47,Female,Single,27,Some College,Life Sciences,4,8.8,2019-01-01,1
375,Thomas,Davis,41,Male,Single,6,Bachelor's,Marketing,1,10,2014-01-01,0
376,Matthew,Davis,37,Male,Single,24,No Degree,Life Sciences,7,19.8,2016-12-31,0
377,Thomas,Jackson,47,Male,Single,4,No Degree,Medical,3,5,2024-01-01,1
378,Daniel,Thomas,44,Male,Divorced,2,Master's,Medical,7,24,2022-01-01,0
379,Paul,Taylor,55,Male,Married,1,Some College,Life Sciences,0,13,2012-01-01,0
380,Daniel,Wilson,38,Male,Single,3,Master's,Life Sciences,8,19,2023-01-01,0
381,Paul,Hernandez,27,Male,Single,24,Bachelor's,Technical Degree,1,1,2023-01-01,1
383,Charles,Martinez,51,Male,Single,2,Bachelor's,Medical,4,35,2015-01-01,0
384,Charles,Davis,40,Male,Single,7,Bachelor's,Life Sciences,3,10,2020-01-01,1
385,Michael,Miller,21,Male,Married,1,Some College,Life Sciences,1,1.1,2023-01-01,0
388,Susan,Miller,27,Female,Single,20,Bachelor's,Life Sciences,1,7.7,2016-12-31,0
389,Donald,Rodriguez,29,Male,Married,7,Bachelor's,Technical Degree,4,11,2016-01-01,0
390,Andrew,Taylor,45,Male,Married,14,Master's,Technical Degree,8,16,2016-01-01,0
391,Donna,Martinez,28,Female,Divorced,5,Bachelor's,Marketing,1,11,2014-01-01,0
392,Michael,Miller,24,Male,Married,24,Bachelor's,Medical,0,3.3,2022-01-01,1
393,Karen,Davis,26,Female,Single,10,Bachelor's,Other,3,11,2016-01-01,0
394,Daniel,Garcia,42,Male,Divorced,2,No Degree,Technical Degree,0,4.4,2020-12-31,0
395,Karen,Smith,39,Female,Single,22,Bachelor's,Medical,1,21,2003-01-01,0
396,Paul,Jones,43,Male,Married,2,Bachelor's,Other,0,9.9,2016-01-01,1
397,Sarah,Johnson,40,Female,Married,2,Master's,Life Sciences,1,10,2014-01-01,0
399,Karen,Jones,28,Female,Single,26,Master's,Marketing,5,9,2017-12-31,1
400,Donald,Brown,23,Male,Single,12,Some College,Other,1,5.5,2019-01-01,0
402,Karen,Thomas,45,Female,Married,9,Master's,Life Sciences,1,16.5,2008-12-31,0
403,Ashley,Anderson,19,Female,Single,25,Bachelor's,Life Sciences,1,1.1,2023-01-01,0
404,Christopher,Garcia,42,Male,Married,8,Master's,Life Sciences,2,11,2020-12-31,0
405,John,Rodriguez,36,Male,Single,7,Master's,Other,2,8,2017-12-31,0
406,Donald,Brown,23,Male,Married,19,No Degree,Medical,3,7,2020-12-31,0
407,Robert,Gonzalez,49,Male,Single,1,Bachelor's,Life Sciences,4,23,2016-01-01,0
409,Andrew,Johnson,31,Male,Married,22,Master's,Medical,1,11,2014-01-01,1
411,Andrew,Martinez,25,Male,Divorced,5,Some College,Life Sciences,1,6.6,2017-12-31,0
413,Michael,Moore,28,Male,Married,1,Bachelor's,Technical Degree,3,5.5,2020-12-31,1
414,Anthony,Martin,26,Male,Single,7,Bachelor's,Life Sciences,0,5,2020-01-01,0
415,Kenneth,Martin,36,Male,Single,7,Bachelor's,Life Sciences,2,16.5,2020-01-01,0
416,Joseph,Taylor,28,Male,Single,1,No Degree,Life Sciences,1,12,2012-12-31,0
417,Matthew,Anderson,30,Male,Single,1,No Degree,Life Sciences,1,13.2,2012-12-31,0
418,Sandra,Martinez,35,Female,Married,1,Some College,Medical,2,17,2020-12-31,0
420,Thomas,Jackson,44,Male,Single,26,Some College,Life Sciences,8,6.6,2022-01-01,0
423,Susan,Miller,47,Female,Married,1,Bachelor's,Technical Degree,2,7.7,2020-01-01,0
425,Elizabeth,Davis,31,Female,Married,20,Some College,Marketing,1,9.9,2015-01-01,0
426,Elizabeth,Moore,31,Female,Married,4,Master's,Medical,8,8.8,2019-01-01,0
427,Robert,Garcia,36,Male,Married,8,Bachelor's,Life Sciences,0,6.6,2019-01-01,0
428,James,Wilson,33,Male,Divorced,3,Master's,Life Sciences,6,13.2,2014-01-01,0
429,Sandra,Martin,40,Female,Married,11,Bachelor's,Technical Degree,1,10,2014-01-01,0
430,Ashley,Martinez,46,Female,Married,10,Bachelor's,Life Sciences,5,14,2016-01-01,1
431,Patricia,Davis,29,Female,Single,7,Master's,Medical,1,11,2012-12-31,0
432,Thomas,Martinez,50,Male,Married,20,Doctoral/Professional,Medical,2,35.2,1993-12-31,0
434,Jessica,Rodriguez,23,Female,Single,4,No Degree,Medical,1,3.3,2020-12-31,0
435,Andrew,Miller,41,Male,Divorced,9,No Degree,Life Sciences,3,12,2015-01-01,0
436,Anthony,Brown,37,Male,Married,13,Bachelor's,Medical,1,10,2014-01-01,0
437,Paul,Davis,23,Male,Divorced,7,Bachelor's,Life Sciences,1,3,2020-12-31,1
438,Barbara,Rodriguez,28,Female,Single,12,Bachelor's,Technical Degree,0,6,2019-01-01,0
439,Barbara,Williams,40,Female,Divorced,2,No Degree,Medical,5,15,2012-01-01,0
440,Patricia,Garcia,35,Female,Married,18,Master's,Marketing,0,5,2020-01-01,1
441,Thomas,Martin,57,Male,Married,1,Master's,Medical,2,16.5,2020-12-31,0
443,Mark,Brown,46,Male,Divorced,1,Master's,Medical,9,23,2022-01-01,0
444,Mark,Martinez,50,Male,Married,8,Some College,Technical Degree,3,18,2020-01-01,1
447,Donald,Anderson,55,Male,Single,14,Master's,Medical,8,36,2000-01-01,0
450,Lisa,Martin,29,Female,Married,20,Bachelor's,Life Sciences,3,4.4,2022-01-01,1
451,Sarah,Smith,24,Female,Married,17,Some College,Life Sciences,1,1.1,2023-01-01,1
452,Robert,Davis,48,Male,Married,2,Bachelor's,Medical,5,30,2020-01-01,0
453,Andrew,Jackson,41,Male,Married,11,Bachelor's,Life Sciences,1,10,2014-01-01,1
454,James,Rodriguez,31,Male,Single,9,Master's,Life Sciences,0,3.3,2022-01-01,0
455,Emily,Johnson,52,Female,Single,10,Bachelor's,Medical,6,9.9,2019-01-01,0
456,David,Thomas,47,Male,Single,28,Some College,Life Sciences,3,20,2020-01-01,1
458,Charles,Garcia,36,Male,Single,2,Some College,Marketing,7,11,2023-01-01,0
459,Emily,Wilson,36,Female,Single,2,Master's,Life Sciences,3,18.7,2011-01-01,0
460,Donald,Williams,24,Male,Single,24,Bachelor's,Technical Degree,1,1,2023-01-01,1
461,Ashley,Lopez,29,Female,Divorced,7,No Degree,Medical,6,8,2020-01-01,0
463,Lisa,Brown,22,Female,Married,26,Some College,Other,1,4,2020-01-01,0
465,Margaret,Thomas,34,Female,Single,2,Master's,Medical,1,6,2017-12-31,0
466,Thomas,Gonzalez,42,Male,Married,4,Some College,Technical Degree,1,22,2001-12-31,0
467,Paul,Johnson,34,Male,Divorced,19,Some College,Medical,0,3,2022-01-01,0
468,Mark,Williams,38,Male,Married,1,Master's,Life Sciences,1,22,2001-12-31,0
469,Lisa,Rodriguez,35,Female,Single,1,Master's,Life Sciences,3,7,2022-01-01,0
470,Christopher,Brown,18,Male,Single,21,Bachelor's,Marketing,1,2.2,2022-01-01,1
471,Betty,Taylor,30,Female,Single,18,Bachelor's,Life Sciences,1,5.5,2019-01-01,0
472,James,Moore,43,Male,Single,1,Master's,Medical,4,12,2020-01-01,1
473,Sandra,Wilson,38,Female,Married,15,Bachelor's,Life Sciences,1,18,2006-01-01,0
474,Patricia,Miller,38,Female,Married,11,Bachelor's,Technical Degree,1,11,2014-01-01,0
475,Dorothy,Lopez,37,Female,Single,11,Bachelor's,Medical,4,8,2020-12-31,0
476,Kenneth,Thomas,45,Male,Divorced,1,Master's,Technical Degree,1,10,2014-01-01,1
478,Richard,Rodriguez,30,Male,Married,10,Bachelor's,Marketing,1,10,2014-01-01,0
479,Kimberly,Jones,45,Female,Married,2,Master's,Medical,3,28.6,2004-01-01,0
480,Thomas,Anderson,40,Male,Single,12,Bachelor's,Life Sciences,0,22,2003-01-01,1
481,Donald,Brown,33,Male,Single,2,Master's,Medical,0,6.6,2019-01-01,0
482,Mary,Martin,41,Female,Divorced,8,Master's,Other,4,8,2019-01-01,1
483,Jessica,Garcia,25,Female,Married,1,Some College,Life Sciences,1,9,2015-01-01,0
484,Thomas,Moore,52,Male,Married,3,Bachelor's,Life Sciences,3,39.6,2014-01-01,0
486,Anthony,Williams,37,Male,Married,6,No Degree,Medical,4,9.9,2016-12-31,1
487,Joseph,Brown,43,Male,Single,9,Bachelor's,Life Sciences,4,7.7,2020-12-31,0
489,William,Thomas,25,Male,Married,28,Bachelor's,Life Sciences,2,6.6,2022-01-01,0
490,Thomas,Taylor,29,Male,Divorced,3,Some College,Medical,1,4,2020-01-01,0
491,Sarah,Wilson,34,Female,Single,6,Master's,Other,1,17.6,2008-01-01,0
492,Donald,Thomas,41,Male,Single,23,Some College,Life Sciences,3,21,2022-01-01,0
493,Jessica,Anderson,38,Female,Married,4,Some College,Medical,7,7.7,2024-01-01,0
494,Kimberly,Jones,39,Female,Single,2,Master's,Technical Degree,1,22,2004-01-01,0
495,Betty,Miller,37,Female,Single,6,Bachelor's,Life Sciences,4,9.9,2022-01-01,0
498,Sarah,Wilson,28,Female,Single,9,Some College,Medical,7,10,2016-01-01,0
499,Christopher,Taylor,32,Male,Single,3,Bachelor's,Other,3,16.5,2011-01-01,0
500,Sarah,Smith,49,Female,Single,10,Master's,Life Sciences,9,24.2,2020-12-31,0
501,Karen,Martinez,44,Female,Married,2,Bachelor's,Technical Degree,3,28,2016-12-31,0
502,Emily,Jackson,53,Female,Single,1,No Degree,Medical,7,18,2009-12-31,0
503,Donald,Jones,43,Male,Married,2,Bachelor's,Medical,1,10,2014-01-01,0
504,Sandra,Moore,33,Female,Married,8,Some College,Marketing,4,16,2011-01-01,0
505,Ashley,Lopez,27,Female,Married,2,No Degree,Life Sciences,0,4.4,2020-12-31,0
507,Paul,Gonzalez,26,Male,Divorced,15,Some College,Life Sciences,1,4.4,2020-01-01,0
508,Mark,Hernandez,37,Male,Married,9,Bachelor's,Medical,1,4,2020-01-01,0
509,Richard,Davis,41,Male,Married,11,Bachelor's,Life Sciences,1,11,2014-01-01,0
511,Joseph,Wilson,39,Male,Single,18,Some College,Life Sciences,0,9.9,2016-01-01,0
512,John,Hernandez,34,Male,Divorced,6,Master's,Life Sciences,1,7,2016-12-31,0
513,Ashley,Gonzalez,40,Female,Single,9,Some College,Medical,1,13.2,2012-01-01,0
514,Betty,Jones,33,Female,Married,18,Bachelor's,Medical,1,5,2019-01-01,0
516,William,Taylor,41,Male,Divorced,9,Bachelor's,Medical,2,21,2006-01-01,1
517,Andrew,Hernandez,28,Male,Divorced,15,Some College,Marketing,2,12,2016-12-31,0
518,Linda,Anderson,32,Female,Single,15,Some College,Medical,1,10,2014-01-01,0
519,Linda,Taylor,25,Female,Single,4,Bachelor's,Life Sciences,1,1.1,2023-01-01,0
520,Sandra,Smith,29,Female,Divorced,1,Bachelor's,Medical,6,5.5,2020-12-31,1
521,William,Wilson,31,Male,Divorced,2,Master's,Medical,1,6.6,2017-12-31,0
522,Barbara,Williams,28,Female,Married,5,Bachelor's,Life Sciences,2,13.2,2014-01-01,0
523,Ashley,Rodriguez,38,Female,Divorced,10,Bachelor's,Technical Degree,7,7.7,2019-01-01,0
524,Christopher,Martin,43,Male,Married,15,Some College,Life Sciences,1,14,2009-12-31,0
525,Matthew,Williams,30,Male,Divorced,23,Bachelor's,Life Sciences,1,11,2014-01-01,0
527,Betty,Hernandez,54,Female,Divorced,8,Bachelor's,Life Sciences,4,20.9,2022-01-01,0
528,Donald,Moore,31,Male,Divorced,1,Bachelor's,Medical,1,9.9,2015-01-01,0
531,Thomas,Davis,42,Male,Married,2,Some College,Medical,0,23,2001-12-31,0
532,Jennifer,Wilson,38,Female,Married,2,Master's,Medical,2,20,2019-01-01,0
533,Michael,Brown,55,Male,Married,26,Master's,Human Resources,4,35,2014-01-01,0
534,Sandra,Garcia,20,Female,Married,11,Bachelor's,Medical,1,2,2022-01-01,0
535,Thomas,Smith,42,Male,Divorced,4,Some College,Life Sciences,1,26,1999-01-01,0
536,John,Hernandez,31,Male,Divorced,1,Bachelor's,Medical,1,9,2015-01-01,0
537,Patricia,Martinez,41,Female,Married,16,Bachelor's,Marketing,5,22,2007-01-01,0
538,Daniel,Lopez,40,Male,Divorced,8,No Degree,Medical,2,17.6,2015-01-01,0
539,Anthony,Jones,43,Male,Divorced,7,Bachelor's,Life Sciences,2,27.5,2023-01-01,0
540,Joseph,Taylor,24,Male,Single,3,No Degree,Technical Degree,0,7,2017-12-31,1
543,Elizabeth,Williams,34,Female,Married,3,Bachelor's,Medical,0,10,2015-01-01,0
544,Kenneth,Gonzalez,35,Male,Single,5,Master's,Technical Degree,0,17,2008-01-01,0
545,Donna,Davis,30,Female,Married,2,Bachelor's,Medical,1,8,2016-01-01,0
546,Donald,Jackson,34,Male,Married,17,Some College,Marketing,2,12,2020-01-01,0
548,Sandra,Rodriguez,19,Female,Single,12,Bachelor's,Life Sciences,1,1.1,2023-01-01,1
549,Mark,Rodriguez,27,Male,Single,10,Bachelor's,Life Sciences,1,1,2023-01-01,1
550,James,Anderson,25,Male,Single,8,Bachelor's,Life Sciences,1,9,2015-01-01,0
553,Sandra,Lopez,38,Female,Divorced,7,Some College,Medical,1,8.8,2016-01-01,0
556,Sandra,Martinez,40,Female,Married,26,Some College,Medical,3,17.6,2023-01-01,0
557,Susan,Gonzalez,58,Female,Married,7,Bachelor's,Life Sciences,5,33,1995-01-01,0
558,Ashley,Brown,33,Female,Single,26,Master's,Life Sciences,1,9.9,2015-01-01,0
559,Joseph,Gonzalez,43,Male,Married,21,Bachelor's,Medical,7,8.8,2020-12-31,0
561,Emily,Martinez,29,Female,Single,24,No Degree,Technical Degree,2,9.9,2019-01-01,0
563,Betty,Rodriguez,39,Female,Married,8,Bachelor's,Marketing,5,15.4,2019-01-01,0
564,Mary,Jackson,35,Female,Divorced,25,Some College,Medical,7,9,2017-12-31,0
565,John,Martin,40,Male,Married,2,Doctoral/Professional,Medical,7,11,2020-01-01,0
566,Donald,Martinez,30,Male,Single,1,No Degree,Life Sciences,1,1,2023-01-01,0
568,Daniel,Davis,35,Male,Married,6,No Degree,Life Sciences,0,4.4,2020-12-31,0
569,Susan,Martin,37,Female,Single,1,Bachelor's,Life Sciences,1,18.7,2007-01-01,0
570,Charles,Jones,29,Male,Single,23,Bachelor's,Life Sciences,9,6.6,2020-12-31,0
571,Michael,Johnson,29,Male,Divorced,13,Bachelor's,Human Resources,4,4.4,2022-01-01,0
574,Daniel,Jones,30,Male,Divorced,2,Bachelor's,Medical,0,11,2015-01-01,0
576,Christopher,Wilson,37,Male,Single,10,Master's,Life Sciences,2,18,2023-01-01,0
577,Elizabeth,Miller,31,Female,Single,8,Some College,Medical,9,8.8,2020-12-31,0
578,William,Moore,35,Male,Single,10,Some College,Life Sciences,3,4.4,2023-01-01,0
580,Steven,Rodriguez,25,Male,Divorced,2,No Degree,Life Sciences,1,7.7,2016-12-31,0
581,Elizabeth,Rodriguez,20,Female,Single,11,Bachelor's,Medical,1,1,2023-01-01,1
583,Lisa,Brown,40,Female,Single,6,Bachelor's,Life Sciences,7,24.2,2004-01-01,0
584,Sandra,Williams,33,Female,Single,16,Bachelor's,Marketing,5,6.6,2020-12-31,1
585,William,Davis,28,Male,Single,16,Some College,Medical,0,9.9,2016-01-01,0
586,Matthew,Moore,26,Male,Single,7,Bachelor's,Other,0,8,2016-12-31,0
588,Betty,Smith,42,Female,Divorced,21,Some College,Medical,2,12.1,2019-01-01,0
589,Charles,Moore,27,Male,Divorced,1,Some College,Medical,1,5,2019-01-01,0
590,Michael,Anderson,26,Male,Married,1,Some College,Life Sciences,1,7.7,2016-12-31,0
591,Daniel,Rodriguez,37,Male,Married,21,Master's,Life Sciences,3,8,2019-01-01,0
593,Nancy,Brown,30,Female,Divorced,5,Bachelor's,Marketing,1,10,2014-01-01,1
594,Joseph,Thomas,50,Male,Married,9,Bachelor's,Life Sciences,4,8.8,2023-01-01,0
595,James,Martin,33,Male,Married,8,Master's,Life Sciences,6,14,2014-01-01,0
596,Paul,Hernandez,25,Male,Single,5,Bachelor's,Marketing,1,6,2017-12-31,1
598,Robert,Anderson,26,Male,Married,2,No Degree,Life Sciences,0,6.6,2019-01-01,0
599,Karen,Wilson,27,Female,Married,27,Bachelor's,Medical,4,11,2016-01-01,0
600,Linda,Jones,27,Female,Divorced,4,Bachelor's,Technical Degree,1,1,2023-01-01,0
603,Linda,Brown,22,Female,Married,4,No Degree,Medical,1,5.5,2019-01-01,0
604,Jessica,Moore,32,Female,Single,27,Some College,Medical,2,9,2020-12-31,0
606,Mark,Lopez,44,Male,Married,5,Bachelor's,Marketing,7,26,2001-12-31,0
607,Paul,Wilson,44,Male,Single,4,Bachelor's,Medical,9,11,2019-01-01,1
608,Andrew,Jones,28,Male,Married,1,Bachelor's,Medical,0,12,2012-12-31,0
609,Anthony,Brown,38,Male,Married,19,Some College,Medical,8,16.5,2016-12-31,0
610,Ashley,Martin,30,Female,Single,2,Bachelor's,Life Sciences,2,12.1,2019-01-01,0
611,Margaret,Rodriguez,58,Female,Divorced,5,Bachelor's,Technical Degree,2,24,2017-12-31,0
612,John,Lopez,38,Male,Married,9,Bachelor's,Marketing,0,3,2022-01-01,0
613,Susan,Anderson,24,Female,Married,1,Some College,Life Sciences,1,1.1,2023-01-01,0
615,Nancy,Brown,30,Female,Divorced,4,Some College,Medical,1,12.1,2012-12-31,0
616,Daniel,Moore,40,Male,Divorced,2,Some College,Medical,0,22,2003-01-01,0
617,Daniel,Johnson,23,Male,Married,3,No Degree,Other,1,5.5,2019-01-01,0
618,Matthew,Rodriguez,49,Male,Married,7,Master's,Medical,2,11,2023-01-01,0
619,Richard,Brown,48,Male,Married,9,Bachelor's,Life Sciences,4,8.8,2023-01-01,0
620,Sandra,Williams,33,Female,Single,1,Master's,Life Sciences,3,7,2022-01-01,0
621,Richard,Martin,28,Male,Divorced,1,Bachelor's,Life Sciences,0,6.6,2019-01-01,0
622,James,Johnson,37,Male,Married,4,No Degree,Life Sciences,7,8.8,2017-12-31,0
623,Lisa,Davis,46,Female,Married,2,Bachelor's,Technical Degree,3,30.8,2016-12-31,0
624,Barbara,Jackson,37,Female,Married,10,Bachelor's,Life Sciences,1,16,2008-01-01,0
625,Richard,Williams,28,Male,Married,29,Master's,Technical Degree,3,9,2020-01-01,0
626,Kimberly,Miller,36,Female,Single,1,No Degree,Life Sciences,3,8,2024-01-01,1
627,Andrew,Miller,33,Male,Married,23,Master's,Medical,0,6,2019-01-01,0
629,William,Martin,31,Male,Single,2,Master's,Other,7,11,2019-01-01,0
630,James,Rodriguez,30,Male,Married,16,No Degree,Life Sciences,8,4,2022-01-01,0
631,William,Jones,30,Male,Single,1,Bachelor's,Life Sciences,0,4.4,2020-12-31,1
632,Paul,Rodriguez,43,Male,Married,14,Some College,Life Sciences,6,24.2,2020-01-01,0
633,Elizabeth,Brown,33,Female,Married,8,Master's,Life Sciences,1,3,2020-12-31,1
634,James,Jones,34,Male,Divorced,3,Some College,Life Sciences,6,13,2019-01-01,0
635,Mary,Lopez,40,Female,Married,26,Doctoral/Professional,Medical,3,22,2023-01-01,0
636,Joseph,Jackson,50,Male,Divorced,4,No Degree,Life Sciences,3,28,2014-01-01,0
637,Lisa,Smith,56,Female,Divorced,8,Bachelor's,Life Sciences,4,19,2022-01-01,0
638,David,Rodriguez,26,Male,Divorced,1,Bachelor's,Medical,1,1,2023-01-01,0
639,John,Jones,48,Male,Single,22,Doctoral/Professional,Medical,1,32,1992-01-01,0
640,Anthony,Taylor,30,Male,Married,8,Bachelor's,Medical,1,10,2014-01-01,0
641,Linda,Williams,26,Female,Divorced,1,Bachelor's,Life Sciences,1,6.6,2017-12-31,0
644,Emily,Brown,52,Female,Married,4,Some College,Life Sciences,2,34.1,2019-01-01,0
645,Sandra,Taylor,26,Female,Married,6,Bachelor's,Life Sciences,1,3,2020-12-31,0
646,Joseph,Martin,47,Male,Single,14,Master's,Marketing,2,22,2016-12-31,0
647,Patricia,Taylor,41,Female,Single,10,Master's,Life Sciences,0,9.9,2016-01-01,0
648,Thomas,Anderson,33,Male,Married,11,Master's,Medical,7,5.5,2022-01-01,0
650,Donald,Gonzalez,35,Male,Single,8,Master's,Technical Degree,1,6,2019-01-01,0
651,Anthony,Brown,31,Male,Single,29,Some College,Medical,0,6.6,2019-01-01,1
652,Donald,Anderson,29,Male,Single,24,Some College,Life Sciences,1,1.1,2023-01-01,1
653,Jennifer,Williams,31,Female,Married,7,Bachelor's,Life Sciences,0,4.4,2020-12-31,0
654,Lisa,Martin,36,Female,Divorced,6,Bachelor's,Medical,7,17,2011-01-01,0
655,William,Williams,50,Male,Married,9,Bachelor's,Life Sciences,4,8,2023-01-01,0
656,Barbara,Rodriguez,32,Female,Single,5,Some College,Life Sciences,3,8.8,2020-01-01,1
657,Donna,Jackson,55,Female,Single,2,Bachelor's,Life Sciences,2,33,2019-01-01,0
658,Paul,Hernandez,26,Male,Married,17,Master's,Medical,1,3,2020-12-31,0
659,Matthew,Martin,31,Male,Married,7,Bachelor's,Technical Degree,4,11,2016-01-01,0
661,Sandra,Taylor,31,Female,Divorced,10,Some College,Medical,2,8.8,2019-01-01,1
663,Linda,Brown,35,Female,Single,1,Bachelor's,Marketing,1,11,2014-01-01,0
664,Paul,Miller,34,Male,Single,2,Master's,Life Sciences,3,7,2020-12-31,1
665,Anthony,Anderson,32,Male,Single,10,Bachelor's,Marketing,1,10,2014-01-01,0
666,Joseph,Wilson,38,Male,Divorced,24,Some College,Technical Degree,1,9.9,2015-01-01,0
667,Lisa,Anderson,19,Female,Single,1,No Degree,Technical Degree,1,3,2020-12-31,1
669,Michael,Hernandez,49,Male,Married,8,No Degree,Life Sciences,1,10,2014-01-01,0
670,Margaret,Hernandez,34,Female,Single,1,Master's,Life Sciences,6,16.5,2023-01-01,0
672,William,Thomas,38,Male,Divorced,7,Bachelor's,Life Sciences,1,4.4,2020-01-01,0
673,Robert,Williams,45,Male,Divorced,20,Bachelor's,Medical,2,26.4,2016-12-31,1
674,Robert,Williams,42,Male,Divorced,18,Master's,Life Sciences,6,9,2020-01-01,0
675,Anthony,Brown,25,Male,Divorced,9,Bachelor's,Medical,6,6.6,2022-01-01,0
676,Nancy,Jones,50,Female,Married,8,Master's,Other,9,13.2,2019-01-01,0
677,Kimberly,Johnson,43,Female,Married,16,Bachelor's,Marketing,5,24.2,2007-01-01,0
678,Emily,Moore,56,Female,Divorced,4,Master's,Technical Degree,4,30.8,2019-01-01,0
679,Paul,Hernandez,30,Male,Single,2,Some College,Life Sciences,0,8.8,2016-12-31,0
680,Michael,Wilson,23,Male,Divorced,5,Some College,Life Sciences,1,6.6,2017-12-31,0
681,Daniel,Wilson,29,Male,Single,3,No Degree,Medical,1,10,2014-01-01,0
682,John,Martinez,39,Male,Divorced,20,Bachelor's,Life Sciences,2,7.7,2022-01-01,0
683,Kenneth,Martinez,25,Male,Single,2,Bachelor's,Medical,2,6.6,2020-01-01,0
684,Daniel,Brown,49,Male,Divorced,2,Bachelor's,Medical,5,13,2020-01-01,0
685,Emily,Taylor,34,Female,Married,24,Master's,Life Sciences,7,11,2015-01-01,0
686,Richard,Jones,17,Male,Single,9,Some College,Life Sciences,1,1.1,2023-01-01,0
